id,link,spokesperson_en,question_en,answer_en,who_asked_en,spokesperson_cn,question_cn,who_asked_cn,answer_cn
25883,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202112/t20211231_10478051.html,Zhao Lijian,"According to reports, Mongolian Prime Minister Luwsannamsrai Oyun-Erdene said at a recent national great Hural plenary meeting that the Olympic Games is a sports festival for all mankind that should be far away from politics. He expressed support for the Beijing Winter Olympics and said he would attend the Games. Do you have any comment?","Linked by mountains and rivers, China and Mongolia are each other’s important friendly neighbor. Bilateral relations have enjoyed sound development with deepening political trust and friendship as well as fruitful outcomes in practical and anti-COVID-19 cooperation. Prime Minister Oyun-Erdene was among the first foreign leaders to express the hope of coming to China for the opening ceremony of the Beijing Winter Olympics. We extend our warm welcome and appreciate Mongolia’s support for a successful Beijing 2022. The Olympic spirit requires mutual understanding with a spirit of friendship, solidarity and fair play. This is also the shared expectation and wish of the overwhelming majority of countries in the world, including China and Mongolia. We are convinced that with the concerted efforts of all sides, the Beijing Winter Olympics will achieve full success, enhance the friendship featuring mutual assistance between people in all countries, and strengthen the force for solidarity and cooperation in the international community.",China Daily,赵立坚,据报道，日前蒙古总理奥云额尔登出席议会全体会议时表示，奥运会是人类的庆典活动，理应与政治分开。蒙方支持北京冬奥会，他本人将出席相关活动。中方对此有何评论？,《中国日报》,中蒙两国山水相连，互为重要友好邻邦。中蒙关系发展良好，双方政治互信和友好感情不断加深，务实与抗疫合作富有成果。奥云额尔登总理是最早提出希望来华出席北京冬奥会开幕式的外国领导人之一，我们对此表示热烈欢迎，赞赏蒙方积极支持中方办好北京冬奥会。奥林匹克精神的内涵是友谊、理解、团结、公平。这也是包括中蒙在内全世界绝大多数国家的共同企盼和心愿。我们相信，在各方共同努力下，北京冬奥会一定会取得圆满成功，增进各国人民守望相助的友谊，加强国际社会团结合作的力量
25884,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202112/t20211231_10478051.html,Zhao Lijian,"Yesterday, China and Afghanistan held the first meeting of the two working-level mechanisms on humanitarian assistance and economic reconstruction. Can you brief us on the background and relevant situation?","To implement the consensus reached by State Councilor and Foreign Minister Wang Yi and acting Deputy Prime Minister of the interim government of Afghanistan Mullah Abdul Ghani Baradar during their October meeting in Doha, Director-General of the Department of Asian Affairs of China’s Ministry of Foreign Affairs co-hosted the first meeting of the two working-level mechanisms on humanitarian assistance and economic reconstruction with Zakir Jalaly, Director General of the Third Political Division of the Ministry of Foreign Affairs of the interim government of Afghanistan. Departments coordinating and participating in the mechanisms on both sides attended the meeting. The meeting was held in a friendly and pragmatic atmosphere. The two sides exchanged views mainly on the current humanitarian situation and economic reconstruction in Afghanistan, reviewed progress in China’s humanitarian assistance to Afghanistan and bilateral cooperation, and agreed to strengthen exchange in state governance experience, enhance communication and coordination between competent departments, and advance BRI cooperation. The Chinese side stressed its readiness to help Afghanistan ease difficulties in people’s livelihood and rebuild its economy to the best of its capability, expressed support for the export of more Afghan agricultural specialties to China, and announced an additional batch of emergency food assistance, medical equipment and winter supplies to the Afghan side as well as assistance in capacity building and personnel training. The Afghan side expressed heartfelt thanks for the sincere help China offered to the Afghan people and said it would further enhance security guarantee for Chinese institutions and personnel in Afghanistan, and hopes to see more Chinese investment in Afghanistan. Currently the Afghan people are in the middle of a grave humanitarian crisis. The Chinese side calls on the international community to join hands and help the Afghan people overcome the hardship and reject politicization of humanitarian assistance. Relevant countries should unfreeze Afghanistan’s assets, lift unilateral sanctions on Afghanistan, and earnestly assume their principle responsibility for the country’s economic reconstruction.",CRI,赵立坚,昨天中国和阿富汗举行了人道援助、经济重建两个工作层联络机制首次会议。中方能否介绍相关背景和情况？,总台国广,为落实今年10月王毅国务委员兼外长同阿富汗临时政府代理副总理巴拉达尔在多哈会晤达成的共识，中国外交部亚洲司司长刘劲松同阿富汗临时政府外交部第三政治司司长贾拉里于12月30日以视频方式共同主持了中阿人道援助、经济重建两个工作层联络机制首次会议，双方相关牵头部门和成员单位参加。会议在友好和务实氛围中举行。双方重点就阿富汗当前面临的人道形势和经济重建等交换意见，梳理中方对阿人道援助和双方相关领域合作进展，同意加强治国理政经验交流，增进主管部门间的沟通协调，推进共建“一带一路”合作。中方强调愿继续在力所能及范围内帮助阿富汗纾解民生困难和经济重建，支持阿富汗更多特色农产品输华，宣布向阿追加新一批紧急粮食援助、医疗设备和过冬物资援助，帮助阿方加强能力建设与人员培训。阿方表示衷心感谢中方为阿富汗人民提供的真诚帮助，将进一步加强对中方在阿机构和人员的安全保障，希中方加大对阿投资。当前，阿富汗人民正经历严重人道主义危机。中方呼吁国际社会携起手来，帮助阿富汗人民渡过难关，反对人道主义援助政治化，有关国家应该尽快解除对阿资产冻结和单边制裁，切实承担对阿经济重建主要责任
25885,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202112/t20211231_10478051.html,Zhao Lijian,It is reported that the first batch of riot equipment for the police assisted by China arrived in Solomon Islands’ capital city of Honiara the other day. Do you have more on the relevant situation?,"On the night of December 29, the first batch of riot equipment for the police assisted by China arrived in Solomon Islands’ capital city of Honiara. The riot gear includes bullet-proof vests, shields, helmets, stab-proof suits, cut-resistant gloves, first-aid kits and raincoats. Dickson Mua Panakitasi, the Supervising Minister of Police, National Security and Correctional Services of Solomon Islands received the supplies at the airport. Solomon Islands sincerely thanked the Chinese government for its support, saying the timely delivery of the first batch of riot equipment is very important as it will get Solomon Islands’ police force better equipped and more capable of handling public crises to better safeguard the country’s peace, security, law and order. China firmly supports the efforts by the government of Solomon Islands to maintain stability at home. The riot equipment just delivered was provided at the request of the government of Solomon Islands. China will overcome the difficulties caused by the absence of commercial flights between the two countries and deliver follow-up supplies as soon as possible, so as to play a constructive role in enhancing Solomon Islands police’s capacity of handling emergencies.",Beijing Daily,赵立坚,据报道，中方援助所罗门群岛首批警用防暴物资日前已抵达所罗门群岛首都霍尼亚拉。中方可否介绍更多情况？,《北京日报》,12月29日晚，中方援助所罗门群岛的首批警用防暴物资顺利运抵所首都霍尼亚拉。首批物资主要有防弹衣、防暴盾牌、防暴头盔、防刺服、防割手套、急救包、雨衣等装备。所代理警察部长帕纳基塔斯等赴机场迎接。所方表示首批防暴物资运抵十分重要、非常及时，将有力提升所警察部队装备水平和应对公共危机能力，更好维护所罗门群岛的和平、安全、法律与秩序，衷心感谢中国政府支持。中方坚定支持所政府维护国内稳定的努力。近日运抵的这批防暴物资是应所政府请求提供的。中方将克服中所无商业航班的困难，尽快将后续物资运抵所，为所警方提高应急处突能力发挥建设性作用
25886,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202112/t20211231_10478051.html,Zhao Lijian,"The “foreign affairs department” of the Taiwan region on December 30 praised the foreign ministers of the US, the UK, France and Germany for speaking out in support of Lithuania and called on democratic partners around the world to stand in solidarity with Lithuania against China’s diplomatic and economic threats. What is the foreign ministry’s comment on this?","Lithuania openly challenged the one-China principle and created the false impression of “one China, one Taiwan”. It is Lithuania that made serious mistakes in its relations with China first. China has been compelled to take legitimate and reasonable countermeasures. That the US and relevant countries know very well. If they really care for Lithuania, they should urge it to admit and correct its mistakes as soon as possible, instead of using it as a tool to contain China, emboldening it to go further down the wrong path and inflicting greater losses on Lithuania and its people. At the same time, we must warn the Taiwan authorities that “Taiwan independence” leads to a dead end. Attempts to solicit foreign support in seeking “Taiwan independence” and make provocations will never succeed. ************************** In observance of the 2022 New Year’s Day holiday, our press conference will be in recess on Monday, January 3 and resumed on Tuesday, January 4. During the recess, you may still reach the MFA Spokesperson’s Office via email, fax and WeChat. In 2021, we have witnessed the accelerated evolution of the pandemic and changes unseen in a century. We celebrated the 100th anniversary of the founding of the Communist Party of China (CPC), completed the building of a moderately prosperous society in all respects, historically eliminated absolute poverty, and embarked on a journey toward realizing the second centenary goal of building China into a great modern socialist country in all respects. We have written a splendid chapter in China’s diplomacy, from head-of-state diplomacy to anti-COVID-19 diplomacy, from the Belt and Road Initiative to the Global Development Initiative, and from the return of Meng Wanzhou to the resumption of diplomatic relations between China and Nicaragua. In this year of 2021, the foreign ministry has held 230 regular press conferences and took more than 3,000 questions from the press in total. Official accounts of the foreign ministry have been opened in 17 new media platforms at home and abroad, garnering more than 73 million followers. We launched the “100 CPC Stories in 100 Days” series, which has been read by over one billion people. It’s probably fair to say that 2021 witnessed the steady increase of China’s voice in the world. In the upcoming year of 2022, China will host the Beijing Winter Olympic Games and hold the 20th National Congress of the CPC. We will continue to tell the stories of China, the CPC and the Chinese people, play our part to ensure a successful Beijing Winter Olympics and foster a secure and stable external environment for the 20th National Congress of the CPC. In a nutshell, we will expect more exciting moments in China’s diplomacy in the year to come. My colleagues and I, together with friends from the press, have been part of and witnessed the historic moments of China’s diplomacy in 2021. We’re pleased to see that with your pen and camera, you have reported on China in a more objective and multi-dimensional manner. On behalf of the Information Department of the Foreign Ministry and my colleagues, I would like to take this opportunity to extend my heartfelt thanks to you all for your hard work over the past year, and we are looking forward to more and better stories of China from you. I would also like to thank all friends who have been caring for China’s diplomacy, especially the followers of the MFA Spokesperson’s Office for your “likes” and support. I would like to wish you and your family in advance good health, success, happiness and good luck in the upcoming year! As we bid farewell to 2021, let me say this once again: thank you for your hard work. See you next year!",MASTV,赵立坚,30日，台湾地区外事部门对美英法德四国外长共同发声支持立陶宛表示赞赏，并呼吁全球民主伙伴一道支持立陶宛，应对中国的外交和经济威胁。外交部对此有何评论？,澳亚卫视,立陶宛公然挑战一个中国原则，制造“一中一台”，在对华关系上犯下严重错误在先，中国只是作出正当、合理反制。对此，美国和有关国家心知肚明。如果他们真的为立陶宛着想，就应该敦促立陶宛尽快承认并纠正错误，而不是把立陶宛当成遏制中国的工具，怂恿立陶宛错上加错，使立陶宛国家和人民利益蒙受更大的损失。同时，我们也要正告台湾当局，“台独”是死路一条。任何挟洋自重、谋“独”挑衅的企图都不会得逞。**************************根据2022年元旦放假安排，外交部例行记者会将于2022年1月3日（周一）休会，1月4日（周二）恢复。休会期间，外交部发言人办公室将照常接受记者电子邮件、传真或微信提问。回首2021年，世纪疫情和百年变局加速演进。我们隆重庆祝中国共产党百年华诞，全面建成小康社会，历史性地解决绝对贫困问题，开启了第二个百年新征程。从元首外交到抗疫外交，从“一带一路”倡议到全球发展倡议，从孟晚舟回家到同尼加拉瓜复交，中国外交书写了辉煌篇章。一年来，外交部例行记者会共举行230场，回答3000多个问题。外交部部内各单位在境内外17个新媒体平台开设账号，总粉丝量已突破7300万。我们还开展了“100天讲述中国共产党对外交往100个故事”活动，也称为“双百故事”。“双百故事”在国内外累计阅读量超过10亿。可以说，2021年也见证了中国国际话语权稳步提升。展望2022年，中国将举办北京冬奥会，并将迎来党的二十大。我们将继续讲好中国故事、中国共产党的故事和中国人民的故事，全力配合办好北京冬奥会，为二十大胜利召开营造安全稳定的外部环境。一句话，2022年中国外交将更加精彩。我和同事们与各位记者朋友们一道，参与、见证了2021年中国外交的历史性时刻。我们高兴地看到，各位记者朋友用你们的笔和镜头，越来越全面、客观地报道中国。借此机会，我谨代表外交部新闻司和我的同事们，衷心感谢各位在座的记者朋友一年来的辛勤付出。我们期待明年看到你们写出播出更多更好的中国故事。我也要诚挚感谢关心中国外交的国内外朋友们，特别是发小们，感谢你们点赞、支持中国外交。最后，我提前祝愿大家新年快乐、工作顺利、家庭幸福、阖家团圆。今天是2021年的最后一天。我也跟大家说一声辛苦了。我们明年再见。
25898,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220105_10479204.html,Wang Wenbin,"Japan has seen another spike in COVID-19 cases recently. Denny Tamaki, Governor of Japan’s Okinawa prefecture, said the US military has spread the Omicron variant to the prefecture, and that he was outraged because the infections among the personnel in the US military camp have spilled over to the local civilian population. He also renewed the call that US military personnel should no longer be exempted from Japan’s quarantine rules. Do you have any comment?","I noted relevant reports. This is not an isolated incident as clusters of cases in US military bases overseas have posed severe threats to local people’s life and health. Spread of infections has also been caused by US military personnel in the ROK and Germany. US soldiers stationed overseas have overridden laws of host countries, defied and disobeyed local anti-pandemic protocols in disregard of local people’s life, health and right to public health. Time and again they have become COVID-19 “superspreaders” across the world. How ironic it is when the US claims to be “leading global COVID-19 response”. COVID-19 protocols should be applied without exception, be it a place or a person. The US should deeply reflect on the negative impact of its acts on global anti-pandemic cooperation. It should enforce strict restraint on US military overseas, show respect and a sense of responsibility toward the health of people around the world, instead of setting a bad example in the global fight against COVID-19.",CCTV,汪文斌,近日，日本新冠肺炎感染病例再次激增。日本冲绳县知事玉城丹尼指出，驻日美军已经把新冠病毒奥密克戎毒株传播至冲绳县，驻日美军军营内的疫情外溢让他感到非常愤怒，呼吁取消美军可以不配合日方防疫措施等“特权”。发言人对此有何评论？,总台央视,我注意到有关报道。美军海外军事基地暴发聚集性疫情，给驻在地人民生命健康造成严重威胁，这不是个案。韩国、德国等多地都发生过美军人员导致疫情扩散事件。驻外美军凌驾于驻在国法律之上，不尊重、不遵守当地防疫规定，漠视驻在地人民生命健康和公共卫生权利，一而再、再而三成为病毒“超级传播者”，这是对美方声称的要在全球抗疫中发挥“领导力”的莫大讽刺。防疫不应有“法外之地”，更不应有“法外之人”。美方应当深刻检讨自身行为对国际抗疫合作造成的负面影响，严格约束驻外美军行为，对世界各国人民生命健康采取尊重和负责任态度，不要做全球抗疫的反面典型
25899,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220105_10479204.html,Wang Wenbin,"According to reports, the DPRK fired an unidentified projectile into the sea east of the Korean Peninsula this morning. This second launch came 78 days after it test-fired a ballistic projectile. Do you have any comment?","We noted relevant reports. The peace and stability of the Korean Peninsula doesn’t come easily and should be all the more cherished. Under the current circumstances, all relevant parties shall bear in mind the overall interests, speak and act prudently, adhere to the right direction of dialogue and consultation, and work together to promote the political settlement of the Korean Peninsula issue.",Yonhap News Agency,汪文斌,据报道，朝鲜今天早上向东部海域发射了不明飞行器。这是朝鲜时隔78天再次试射弹道飞行器。中方对此有何评论？,韩联社,我们注意到有关报道。朝鲜半岛和平稳定来之不易，值得倍加珍惜。当前形势下，有关各方都应着眼大局，谨言慎行，坚持对话协商的正确方向，共同致力于推进半岛问题政治解决进程
25900,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220105_10479204.html,Wang Wenbin,Lithuanian President said on January 4 that the government’s decision to allow Taiwan to open a representative office under the name of Taiwan was a mistake. The Taiwan authorities said Lithuania is facing comprehensive pressure from China and Taiwan strongly condemns that and firmly supports Lithuania. Do you have any comment?,"Recognizing one’s mistake is a step in the right direction, but it is more important to take actions to redress the erroneous act of creating the false impression of “one China, one Taiwan” and come back onto the track of upholding the one-China principle. I also want to point out that the ins and outs of how China-Lithuania relations encountered setbacks are very clear. Looking for excuses for one’s erroneous act does not help to solve the problem or improve China-Lithuania relations. We also have this stern warning for the Taiwan authorities that seeking “Taiwan independence” and secession is doomed to fail.",Kyodo News,汪文斌,据报道，4日，立陶宛总统表示，立陶宛政府决定让台湾当局以“台湾”名义开设“驻立陶宛代表处”是一个错误。另外，台湾当局表示立陶宛遭受中国全面性的打压，台湾予以严正谴责并决定力挺立陶宛，请问外交部有何回应？,共同社,认识到错误是正确的一步，但更重要的是采取行动纠正制造“一中一台”的错误行径，回到一个中国原则的轨道上来。我还要指出的是，中立关系受挫的是非曲直十分清楚。为自己的错误行为开脱，无助于问题的解决，也无助于中立关系的改善。我们也正告台湾当局，谋求“台独”分裂必将以失败告终
25901,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220105_10479204.html,Wang Wenbin,"According to recent reports, Ambassador Zhang Ming, Head of the Chinese Mission to the EU, will be the next Secretary-General of the Shanghai Cooperation Organization (SCO). Can you confirm this?","In accordance with relevant SCO rules and as approved by the SCO Heads of State Council, Mr. Zhang Ming assumed the post of SCO Secretary-General on January 1 in 2022 for a term of three years. Secretary-General Zhang Ming is a veteran diplomat with rich experience in multilateral diplomacy. It is believed that Secretary-General Zhang Ming, like his predecessors, will work to bring the SCO to new heights. As the host country of the SCO Secretariat, China will stay committed to supporting the work of the Secretariat and the Secretary-General. We are ready to work with all parties to carry forward the “Shanghai spirit”, deepen cooperation in political, security, economy and trade, connectivity, cultural, people-to-people and other fields, to build a closer SCO community with a shared future and contribute the “SCO strength” to promoting peace and development in the region and beyond.",South China Morning Post,汪文斌,据报道，中国驻欧盟使团团长张明大使将出任上海合作组织新任秘书长。中方能否证实？,《南华早报》,根据上合组织相关规定并经组织元首理事会批准，张明先生于2022年1月1日出任上合组织秘书长，任期3年。张明秘书长是资深外交官，拥有丰富的多边外交工作经验。相信张明秘书长将同上合组织历任秘书长一样，推动上合组织不断迈上新台阶。中方作为上合组织秘书处东道国，将一如既往支持上合组织秘书处和秘书长工作，愿同各方一道，继续弘扬“上海精神”，深化政治、安全、经贸、互联互通、人文等各领域合作，构建更加紧密的上合组织命运共同体，为促进地区乃至世界和平与发展贡献“上合力量”
25902,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220105_10479204.html,Wang Wenbin,"Australia and Japan are going to sign a treaty that will further strengthen their defense and security cooperation during a leaders’ summit on Thursday. The agreement is the first of its type for Japan, other than a similar deal with the US, and marks a step closer in a relationship that is already referred to as a “quasi alliance.” Does the ministry have a comment?","We always believe that state-to-state exchanges and cooperation should be conducive to enhancing mutual understanding and trust among countries in the region and safeguarding regional peace and stability, rather than targeting or undermining the interests of any third party. The Pacific Ocean is vast enough for the common development of countries in the region. Along the same line, peace and stability in the Pacific depends on the joint efforts of countries in the region. We hope that the Pacific will be an ocean of peace, not a place to make waves.",Bloomberg,汪文斌,澳大利亚和日本将在本周四举行的领导人峰会上签署一项进一步加强防务和安全合作的协议。这是日本与除美国之外的国家签署的第一个此类协议，标志着双方关系更近一步，而双方关系已被称为“准联盟”。外交部对此有何评论？,彭博社,我们始终认为，国与国之间开展交流合作，应当有助于增进地区国家间的相互理解与信任，有助于维护地区的和平稳定，而不应针对第三方或损害第三方利益。太平洋之大，容得下地区国家共同发展。太平洋的和平与安宁也有赖于地区国家共同维护。我们希望太平洋成为太平之地，而不是人为兴风作浪之洋。
25982,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220114_10495788.html,Wang Wenbin,Can you share China’s expectation of President Xi Jinping’s attendance of the 2022 World Economic Forum Virtual Session which the foreign ministry announced this morning?,"With rampant pandemic raging across the globe, increasing uncertainties in the world economic recovery, widening development gap between the North and the South, and backlashes against economic globalization, humanity is confronted with unprecedented challenges. Against this backdrop, it is of great significance that President Xi will attend and deliver remarks at the meeting. Since the onset of COVID-19, China has been actively conducting international cooperation to fight the virus, promoting steady recovery of the world economy, improving global governance and working hand-in-hand with countries to rise up to common challenges. China will continue to commit itself to upholding and practicing true multilateralism. We are ready to step up cooperation with all countries to tide over the difficulties and contribute China’s wisdom and strength to post-COVID development in the world, in an effort to build a community with a shared future for mankind.",CCTV,汪文斌,我们注意到，外交部今天上午发布了习近平主席将出席2022年世界经济论坛视频会议的消息。中方对此次会议有何期待？,总台央视,当前，新冠肺炎疫情仍在肆虐，世界经济复苏不确定因素增多，南北发展鸿沟不断扩大，经济全球化遭遇逆流，人类面临前所未有的挑战。习近平主席与会并发表演讲，在此背景下具有重大意义。疫情暴发以来，中方积极开展国际抗疫合作，促进世界经济稳定复苏，推动完善全球治理，同各国携手应对共同挑战。中方将继续致力于维护和践行真正的多边主义，愿与各国加强合作、共克时艰，为疫情后的世界发展贡献中国智慧、中国力量，推动构建人类命运共同体
25983,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220114_10495788.html,Wang Wenbin,"MI5, the British intelligence agency, has accused the British lawyer Christine Lee of being involved in political interference in the UK. Can I ask for your response to the security alert that has been issued about her? And is she working on behalf of the Chinese Communist Party?","China is committed to the principle of non-interference in other countries’ internal affairs. We never engage in “interference activities”, which we see no need for. Perhaps, some people, after seeing too many James Bond movies, are imagining links where there is none. It is deeply irresponsible to make unfounded sensational remarks based on subjective conjecture. We hope relevant UK officials will refrain from making groundless comments or even pursuing sinister political agenda by hyping up the “China threat theory”.",ITV News,汪文斌,英国情报机构军情五处称，英国律师李贞驹（Christine Lee）涉嫌参与政治干预活动，并针对李发布安全警告。中方对此有何回应？李是否代表中国共产党从事上述活动？,英国独立电视台,中国历来奉行不干涉别国内政的原则。我们没有必要、也不会从事所谓的“干预活动”。个别人可能是007电影看多了，产生过多不必要的联想。依据个别人的主观臆想就发表捕风捉影、危言耸听的言论，很不负责任。我们希望英方有关官员不要发表没有事实根据的言论，更不应借炒作“中国威胁论”来达到不可告人的政治目的
25984,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220114_10495788.html,Wang Wenbin,"“The Olympic Games is an extremely important event, and it’s an event that symbolizes the role of sports in bringing people together and in promoting peace,” UN Secretary-General Antonio Guterres told reporters on January 13. “It is in this strict context and without any political dimension that I intend to be present in the opening – with this message that Olympic Games must be an instrument for peace in the world,” he added. Do you have any comment?","We welcome UN Secretary-General Antonio Guterres to China for the opening ceremony of the Beijing Winter Olympics. Lately, international organizations including the UN and the IOC as well as many countries have all said that they support and look forward to the Games and reject politicizing sports, which fully demonstrates the international community’s shared aspiration of working “together for a shared future”. As the curtain is about to lift on the Beijing 2022, we have every confidence that China will present a streamlined, safe and splendid Olympic event to the world by working together with all sides to practice the Olympic spirit of “together”.",China Daily,汪文斌,据报道，13日，联合国秘书长古特雷斯对记者称，奥运会是一场极其重要的盛会，体现体育运动团结人类、促进和平的作用。正是基于这一背景，他将以不带任何政治色彩的方式出席北京冬奥会开幕式，表明奥运会必须成为促进世界和平的工具。中方对此有何评论？,《中国日报》,中方欢迎联合国秘书长古特雷斯来华出席北京冬奥会开幕式。近期，包括联合国、国际奥委会在内的国际组织和世界多国人士纷纷表达对北京冬奥会的支持和期待，反对将体育运动政治化，充分表达了国际社会“一起向未来”的共同心愿。北京冬奥会的帷幕即将拉开，中国有信心同各方一道，践行“更团结”的奥林匹克精神，向世界呈现一届简约、安全、精彩的奥运盛会
25985,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202201/t20220114_10495788.html,Wang Wenbin,"The DPRK reportedly fired another ballistic missile this afternoon, its third such launch this year. Do you have any comment?","We have taken note of the launch. Further research and assessment is needed to identify the nature of the projectile. All sides should avoid jumping to conclusions or overacting. We hope relevant sides will act prudently, jointly safeguard peace and stability on the Korean Peninsula, resolve respective concerns through dialogue and consultation, and advance the political settlement process of the Korean Peninsula issue along the dual-track approach and the phased and synchronized principle.",Yonhap News Agency,汪文斌,据报道，今天下午朝鲜再次发射弹道导弹。这是朝鲜今年第三次发射。中方对此有何评论？,韩联社,中方注意到有关发射活动。发射物的性质还需要进一步研判，各方不应仓促定性或过激反应。我们希望有关各方谨言慎行，共同维护半岛和平稳定，通过对话协商解决各自关切，并按照“双轨并进”思路和分阶段、同步走原则，推进半岛问题政治解决进程
